0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,target
0.02535226,0.0021652493,0.0,0.03557026,0.0,0.0,0.0,0.02323498,0.0,0.029150503,0.0,0.018606998,0.0,0.0,0.018180028,0.0,0.0,0.0,0.0,0.046538215,0.0,0.0,0.0,0.0,0.00017038548,0.0,0.0,0.0,0.00031887167,0.00066770136,0.01196857,0.02149062,0.0,0.03854418,0.0,0.0055625653,0.0,0.0,0.0042853304,0.0,0.031583615,0.0,0.02000713,0.01681203,0.03858812,0.0013587483,0.017187165,0.0,0.0,0.028020885,0.0,0.026905218,0.001799007,0.0,0.008953527,0.010905866,0.017895512,0.0,0.03164748,0.016571691,0.045795213,0.018080942,0.0,0.0063532772,0.0117208855,0.0,0.0,0.0143730575,0.0523719,0.032563254,0.0035717536,0.010794565,0.024998043,0.019260256,0.0072750673,0.0,0.008799783,0.028057436,0.03214762,0.030378701,0.021171438,0.0031951359,0.056619026,0.0,0.039489858,0.029785108,0.0,0.0,0.0,0.016844776,0.0,0.008284582,0.0026175224,0.032972734,0.035651945,0.0,0.0,0.04556551,0.0,0.0,0.009467824,0.019171845,0.0,0.005222227,0.0,0.011451735,0.031566814,0.0,0.05102899,0.0,0.027795557,0.026268536,0.040535185,0.0,0.009506155,0.01581211,0.013998051,0.0,0.00076283945,0.0,0.0,0.0,0.0,0.0,0.01409341,0.0,0.001947727,0.008169123,inhibitor
0.030125106,0.0031240364,0.0,0.032893527,0.0,0.0,0.0,0.025402375,0.002078879,0.023981046,0.0,0.020805936,0.0,0.0,0.019322274,0.0,0.0,0.0,0.0,0.043561447,0.0035868234,0.0,0.0,0.0,0.0071943663,0.0,0.0,0.0,0.0,0.0033125607,0.013201138,0.02155508,0.0,0.042674955,0.0,0.0038854703,0.0,0.0,0.0057486,0.0,0.024447905,0.0,0.020822471,0.013477455,0.0453386,0.0052469918,0.015878063,0.0,0.0,0.028956516,0.0,0.026481185,0.0028027159,0.0,0.014165999,0.01199757,0.015874088,0.0,0.029132916,0.013628579,0.043502223,0.012535985,0.0,0.0049701226,0.011354287,0.0,0.0,0.013914726,0.05844105,0.034169205,0.0005758552,0.003068313,0.028186228,0.011648809,0.0032242239,0.0,0.008580218,0.028466204,0.029060272,0.028452484,0.023078091,0.004260014,0.062084522,0.0,0.03944149,0.03670964,0.0,0.0041352203,0.0,0.015740706,0.0,0.011892374,0.0,0.030929362,0.037802886,0.0,0.0,0.048719537,0.0,0.0,0.016967587,0.019135384,0.0,0.0028997054,0.0,0.01333637,0.03305546,0.0,0.048247706,0.0,0.019093474,0.03101063,0.03349401,0.0,0.006446565,0.005682585,0.015141295,0.0,0.0031537565,0.0,0.0,0.0,0.0,0.0,0.01319602,0.0,0.0,0.0066249077,inhibitor
0.020979052,0.0,0.0,0.034155108,0.0,0.0,0.0,0.026957572,0.00012485641,0.025963414,0.0,0.019413635,0.0,0.0,0.02209406,0.0,0.0,0.0,0.0,0.0437167,0.0,0.0,0.0,0.0,0.002893987,0.0,0.0,0.0,0.0,0.0,0.016612453,0.026756175,0.0,0.03776515,0.0,0.0030676764,0.0,0.0,0.0059209536,0.0,0.029603295,0.0,0.01755517,0.0122753335,0.038163252,0.006283673,0.017367741,0.0,0.0,0.030361678,0.0027432328,0.031191168,0.010300388,0.0,0.011383481,0.014621005,0.010770229,0.0,0.031303186,0.011976606,0.04383261,0.016744537,0.0,0.0032663115,0.010709535,0.0,0.0,0.017789133,0.048098154,0.03371792,0.0047344165,0.008038841,0.027647896,0.014534466,0.009544991,0.0,0.0065294607,0.026006082,0.035054203,0.028621491,0.026785789,0.005319389,0.06014242,0.0,0.034111857,0.031059664,0.0,0.0,0.0,0.016995892,0.0,0.00861998,0.0,0.03147903,0.030017832,0.0,0.0,0.043726284,0.0,0.0,0.0076339287,0.012353425,0.0,0.0042339126,0.0,0.008770127,0.036578547,0.0,0.047912266,0.0,0.026534356,0.027723977,0.033698622,0.0,0.010327776,0.01400168,0.0100484565,0.0,0.0021553545,0.0,0.0,0.0,0.0,0.0,0.012018122,0.0,0.0025472287,0.0060665966,inhibitor
0.022367515,0.006108876,0.0,0.036351945,0.0,0.0,0.0,0.028312339,0.003134231,0.020715673,0.0,0.01866986,0.0,0.0,0.014705539,0.0,0.0,0.0,0.00018485717,0.03879977,0.00061141263,0.0,0.0,0.0,0.0028905272,0.0,0.0,0.0,0.0,0.00072671537,0.013106891,0.024229473,0.0,0.038799573,0.0,0.0,0.0,0.0022584915,0.0,0.0,0.02860731,0.0,0.019153843,0.008738515,0.043164574,0.004912185,0.018670857,0.0,0.0,0.02366449,0.0018372654,0.023374744,0.007031793,0.0,0.012159784,0.006933362,0.015043436,0.0,0.027337365,0.012841213,0.038149387,0.015263594,0.0,0.007358529,0.012798101,0.0,0.0,0.0052127377,0.051133923,0.027491841,0.0076435576,0.010604035,0.017593062,0.008402908,0.00032241503,0.0,0.00902963,0.025374537,0.03208119,0.027995566,0.024224032,0.00641777,0.055724446,0.0,0.040397253,0.029479852,0.0,0.0,0.0,0.0145958755,0.0,0.0107654985,0.0009082048,0.030368213,0.03476366,0.0,0.0,0.047899168,0.0,0.0,0.016764453,0.01765081,0.0,0.0009928079,0.0,0.013982909,0.0340917,0.0,0.04486692,0.0,0.021953898,0.030211342,0.033761445,0.0,0.011011424,0.0084567275,0.012940075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011208794,0.0,0.0023859446,0.0064741867,inhibitor
0.024850944,0.002382426,0.0,0.03359661,0.0,0.0,0.0,0.025614938,0.0023362755,0.024621146,0.0,0.023390368,0.0,0.0,0.017439257,0.0,0.0,0.0,0.0,0.043474358,0.00037109936,0.0,0.0,0.0,0.0068778447,0.0,0.0,0.0,3.6838323e-05,0.0004608347,0.015329162,0.02901735,0.0,0.042099193,0.0,0.0036568781,0.0,0.0,0.009635869,0.0,0.024648642,0.0,0.018552776,0.010896689,0.043624245,0.004458097,0.021716032,0.0,0.0,0.028373709,0.0041434653,0.026437419,0.001842689,0.0,0.013146329,0.012733538,0.020541187,0.0,0.031801786,0.012919381,0.042139795,0.013932533,0.0,0.0016048304,0.007295994,0.0,0.0018781738,0.011398836,0.058735486,0.03457953,0.0032949822,0.0009174108,0.031117178,0.016947545,0.0064250575,0.0,0.00850539,0.032653563,0.034113895,0.029653598,0.026836237,0.00030812214,0.062036227,0.0,0.04246494,0.035964675,0.0,0.0015677613,0.0,0.018614337,0.0,0.010775903,0.0011736064,0.03167856,0.041041005,0.0,0.0,0.04464026,0.0,0.0,0.021091102,0.02027555,0.0,0.002346946,0.0,0.009614995,0.040224463,0.0,0.0444143,0.0,0.023575371,0.03705556,0.03567038,0.0,0.0051692585,0.011113982,0.018298427,0.0,0.0051952,0.0,0.0,0.0,0.0,0.0,0.013558284,0.0,0.0,0.007944933,inhibitor
0.023551801,0.0022460786,0.0,0.03348068,0.0,0.0,0.0,0.023238108,0.0053703487,0.028167889,0.0,0.021439187,0.0,0.0,0.017316647,0.0,0.0,0.0,0.0,0.04242528,0.0,0.0,0.0,0.0,0.007569363,0.0,0.0,0.0,0.0,0.0,0.015143311,0.027696673,0.0,0.041366674,0.0,0.0057520573,0.0,0.0,0.005860482,0.0,0.024387693,0.0,0.019236483,0.011658449,0.04415463,0.0023740712,0.021179099,0.0,0.0,0.027546212,0.0005393343,0.026658688,0.0024597715,0.0,0.014861001,0.012258818,0.018363398,0.0,0.029702952,0.013870159,0.04484192,0.014451976,0.0,0.002206828,0.005452102,0.0,0.0,0.011109199,0.059321426,0.034878578,0.0023315798,0.0028371098,0.031098299,0.018123845,0.0043193335,0.0,0.008191594,0.034210876,0.035040066,0.027341848,0.028055139,0.0012954617,0.05889249,0.0,0.04116178,0.034463577,0.0,0.0001107901,0.0,0.015637973,0.0,0.011901008,0.0,0.02943337,0.041597895,0.0,0.0,0.04929679,0.0,0.0,0.019035408,0.018043248,0.0,0.003835123,0.0,0.009027756,0.037508097,0.0,0.045697745,0.0,0.024081191,0.038191725,0.035577495,0.0,0.006528381,0.011126154,0.017367443,0.0,0.0053611337,0.0,0.0,0.0,0.0,0.0,0.014008727,0.0,0.0,0.006288009,inhibitor
0.027114132,0.004580275,0.0,0.03336485,0.0,0.0,0.0,0.025678787,0.0033108864,0.025390932,0.0,0.023312792,0.0,0.0,0.020429345,0.0,0.0,0.0,0.0,0.041912988,0.0028806638,0.0,0.0,0.0,0.008930458,0.0,0.0,0.0,0.0,0.0030649002,0.015183355,0.027608354,0.0,0.04126545,0.0,0.003672879,0.0,0.0,0.0068900636,0.0,0.026026238,0.0,0.020871282,0.011289786,0.04336673,0.0020457976,0.019768393,0.0,0.0,0.028331196,0.0032256101,0.026511155,0.0015070343,0.0,0.014180163,0.014048169,0.016246488,0.0,0.032385364,0.015073281,0.044968024,0.0147127705,0.0,0.0040686545,0.0074596615,0.0,0.00046969735,0.010931262,0.059463892,0.03546908,0.004375679,0.0011260926,0.029381497,0.016103107,0.0028027354,0.0,0.009727812,0.030363496,0.03305449,0.027802935,0.027627675,0.0053740046,0.06477593,0.0,0.04198541,0.03526484,0.0,0.0036795454,0.0,0.018763367,0.0,0.012176493,0.0,0.031369817,0.041297983,0.0,0.0,0.047590654,0.0,0.0,0.01676292,0.021244474,0.0,0.0019204076,0.0,0.0121116135,0.03757955,0.0,0.048438117,0.0,0.021408748,0.036159627,0.034979444,0.0,0.005079479,0.009241913,0.018768644,0.0,0.004912589,0.0,0.0,0.0,0.0,0.0,0.016493415,0.0,0.0,0.0046904213,inhibitor
0.030986218,0.001402231,0.0,0.034099992,0.0,0.0,0.0,0.028272,0.004649225,0.027725773,0.0,0.019783475,0.0,0.0,0.019471278,0.0,0.0,0.0,0.0,0.046292063,0.0042889486,0.0,0.0,0.0,0.008450196,0.0,0.0,0.0,0.0,0.00327852,0.014477669,0.022734629,0.0,0.041969635,0.0,0.0,0.0,0.0,0.010572161,0.0,0.023587301,0.0,0.026673624,0.01500981,0.04420205,0.0060990113,0.018185882,0.0,0.0,0.034000438,0.0,0.028268466,0.003488314,0.0,0.017442662,0.015003155,0.017961696,0.0,0.031402476,0.01234839,0.044398613,0.013268034,0.0,0.0031039147,0.010258244,0.0,0.0,0.015358549,0.057654526,0.03426504,0.001437116,0.0036567799,0.024829507,0.007401431,0.009910507,0.0,0.008951291,0.026631104,0.033541564,0.030652624,0.02370191,0.0051403334,0.064118154,0.0,0.040375445,0.031452145,0.0,0.00085251866,0.0,0.013322693,0.0,0.008921303,0.0,0.032323893,0.038731273,0.0,0.0,0.0519613,0.0,0.0,0.017334376,0.019344976,0.0,0.0039019408,0.0,0.016417392,0.039370008,0.0,0.047178213,0.0,0.018647768,0.030672414,0.03425987,0.0,0.010056409,0.0074887085,0.016039396,0.0,0.0011766673,0.0,0.0,0.0,0.0,0.0,0.015882276,0.0,0.004448841,0.008593371,inhibitor
0.021104984,0.00038445828,0.0,0.035375606,0.0,0.0,0.0,0.026074331,0.00086972077,0.025884075,0.0,0.018851284,0.0,0.0,0.020561565,0.0,0.0,0.0,0.0,0.04371253,0.0,0.0,0.0,0.0,0.002616633,0.0,0.0,0.0,0.0,0.0,0.015838137,0.024140209,0.0,0.036535665,0.0,0.0007979026,0.0,0.0,0.0043219337,0.0,0.028268527,0.0,0.018509341,0.012492776,0.037246216,0.0068749464,0.017965525,0.0,0.0,0.030823236,0.0025016947,0.029933522,0.008898936,0.0,0.011557533,0.013579131,0.012314887,0.0,0.032224342,0.013805601,0.04232502,0.015837569,0.0,0.0023521986,0.010115766,0.0,0.0,0.015343967,0.049723793,0.032713313,0.0035958414,0.010223382,0.026828868,0.014065025,0.009043285,0.0,0.0065147025,0.02621937,0.033362973,0.028867634,0.027453098,0.0024361531,0.060006518,0.0,0.034619488,0.030546445,0.0,0.0,0.0,0.018195111,0.0,0.0075678714,2.7084108e-05,0.029260783,0.029730158,0.0,0.0,0.04254302,0.0,0.0,0.0063204463,0.012987916,0.0,0.005211441,0.0,0.010024952,0.035247304,0.0,0.048600234,0.0,0.027861612,0.02773136,0.03209185,0.0,0.010488232,0.015822643,0.010057394,0.0,0.0002801589,0.0,0.0,0.0,0.0,0.0,0.011585413,0.0,0.0036903892,0.0045941398,inhibitor
0.02112888,0.0,0.0,0.037106406,0.0,0.0,0.0,0.024677789,0.0,0.027919466,0.0,0.019634863,0.0,0.0,0.018489517,0.0,0.0,0.0,0.0,0.045121443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006235822,0.0,0.013908771,0.024880812,0.0,0.038268417,0.0,0.0077726156,0.0,0.0,0.0062229247,0.0,0.031468745,0.0,0.019191623,0.012821822,0.040206067,0.0,0.017507037,0.0,0.0,0.029390087,0.000688365,0.026832044,0.0072522117,0.0,0.00960647,0.01348126,0.014458456,0.0,0.030816117,0.01381908,0.043997213,0.019221468,0.0,0.0049921703,0.00847401,0.0,0.0,0.015742553,0.047854125,0.031365104,0.0039214958,0.0067079845,0.026063517,0.017799351,0.0069786627,0.0,0.010995252,0.029102439,0.03340059,0.027879035,0.02219873,0.0072663496,0.05894007,0.0,0.036415044,0.0290981,0.0,0.0,0.0,0.018331293,0.0,0.007912589,0.0014519206,0.03425203,0.03643971,0.0,0.0,0.046691705,0.0,0.0,0.010080528,0.016391268,0.0,0.0010499493,0.0,0.010448678,0.031782046,0.0,0.04744029,0.0,0.023088507,0.02514094,0.039938346,0.0,0.0100345155,0.012025799,0.0154711185,0.0,0.0007610498,0.0,0.0,0.0,0.0,0.0,0.011865338,0.0,0.0013032496,0.0073973816,inhibitor
